SAMPLE_ID,lon,lat,LOI_PCT,PH_CACL2,DATASOURCE,DATASET,OBJECTID,A_PHLOI_ID,X_ITM,Y_ITM,GLOBALID
580112A,-7.167699576296655,55.22857314961839,61.4,3.15,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,99,IE_GSI_GSNI_ApHLOI_99,652948.946,942691.784,{79F7E64A-DFA8-4395-83F4-96CE909DC88E}
580113A,-7.094347324961217,55.22399929971292,55.7,3.17,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,100,IE_GSI_GSNI_ApHLOI_100,657621.92,942240.841,{C1E6373F-C173-4E73-9B40-0F0D62F2A238}
580114A,-7.423553422156161,55.09048205116937,77.3,3.25,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,101,IE_GSI_GSNI_ApHLOI_101,636799.298,927157.251,{CDE13EC3-2BF6-491D-9ECC-FF76B2C713C9}
580115A,-7.039016086468719,55.24360704931341,84.4,3.11,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,102,IE_GSI_GSNI_ApHLOI_102,661112.171,944470.336,{8EE126CC-7BF3-4CA4-9136-7C60BBD653FF}
580117A,-7.403041758956567,54.987190651808405,16.5,5.07,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,103,IE_GSI_GSNI_ApHLOI_103,638206.878,915671.694,{B8015787-7FBF-4FEF-B73E-42DAFF150A9B}
580119A,-7.387075382028924,55.23472380623078,43.300000000000004,5.3500000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,104,IE_GSI_GSNI_ApHLOI_104,638986.989,943231.796,{8CCB3D1E-75B0-4898-BBD6-BB36464BD41C}
580120A,-7.041274229862685,55.23078867148689,97.10000000000001,2.98,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,105,IE_GSI_GSNI_ApHLOI_105,660988.187,943041.643,{7748A7EF-7938-47CD-969C-355FD33E41AE}
580121A,-7.521669904976267,55.067067762357894,10.0,5.55,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,106,IE_GSI_GSNI_ApHLOI_106,630553.615,924503.876,{99217A05-A312-4540-8EF3-4DA20311C5E1}
580123A,-7.472365367777165,55.11102194814132,5.83,7.37,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,107,IE_GSI_GSNI_ApHLOI_107,633665.996,929418.797,{FCA72F3A-2E0A-4444-AD47-2AD00FA36458}
580124A,-7.459206444989809,54.99714588400375,12.9,4.9,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,108,IE_GSI_GSNI_ApHLOI_108,634603.664,916750.495,{BCABC162-E7DF-45BA-8C97-4E93D5DF130F}
580125A,-7.424600143182513,55.0732315087967,8.69,5.36,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,109,IE_GSI_GSNI_ApHLOI_109,636748.289,925236.662,{121B25D9-321E-4F8B-A71A-8807235D2060}
580127A,-7.511723404461489,55.00217396232693,5.79,5.23,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,110,IE_GSI_GSNI_ApHLOI_110,631239.393,917285.412,{F7226144-5DB4-4F69-B88B-306980E04765}
580128A,-7.5040281859989895,55.08363274150632,11.1,4.67,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,111,IE_GSI_GSNI_ApHLOI_111,631667.395,926355.47,{6051A652-19F7-4357-984C-94FCF7C27F49}
580129A,-7.232959630131385,55.22653095456829,28.7,3.49,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,112,IE_GSI_GSNI_ApHLOI_112,648799.849,942416.88,{652B0E0C-CB11-4704-B8C1-076221E8A314}
580130A,-7.265552656790293,55.08748421255427,14.700000000000001,5.39,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,113,IE_GSI_GSNI_ApHLOI_113,646889.116,926918.212,{60764D8F-BF38-4B28-A82B-0CB547F43AEA}
580131A,-7.543128209584027,54.9847889466606,9.4,5.88,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,114,IE_GSI_GSNI_ApHLOI_114,629242.802,915336.846,{D6BA5465-B050-407A-BE74-54BAE5F93268}
580132A,-7.476850627528422,55.14904611203304,27.5,3.19,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,115,IE_GSI_GSNI_ApHLOI_115,633348.109,933648.897,{9626D818-CFCD-42FD-810C-BA7D617FA1AD}
580133A,-7.427679620595721,54.98147941091397,8.44,5.76,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,116,IE_GSI_GSNI_ApHLOI_116,636635.21,915022.846,{FC595E6E-7DD9-4B67-9B1F-6595C4A49DFA}
580134A,-7.358856153378593,55.2340756539327,92.60000000000001,3.8000000000000003,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,117,IE_GSI_GSNI_ApHLOI_117,640782.599,943175.791,{4F3D3740-3140-4977-92F9-D707F7D1C67C}
580135A,-7.441812055604857,55.088420354979164,10.700000000000001,4.66,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,118,IE_GSI_GSNI_ApHLOI_118,635635.546,926918.313,{17B511D6-A405-47FF-B30E-931B5509BCBE}
580136A,-7.389588992180975,55.213277533242874,90.10000000000001,3.39,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,119,IE_GSI_GSNI_ApHLOI_119,638847.995,940843.308,{94D00749-60E8-4178-8ADE-A84E1C55FF1C}
580138A,-7.484406735203707,55.05332488215944,11.8,5.0200000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,120,IE_GSI_GSNI_ApHLOI_120,632945.085,922991.177,{D205D774-C7EF-424F-B7FF-D3AF2E27600B}
580139A,-7.390669921334177,55.19806676070997,12.700000000000001,4.29,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,121,IE_GSI_GSNI_ApHLOI_121,638793.989,939149.67,{D4308C73-3CD1-484F-8B28-CDD9FA1586C7}
580140A,-7.1589897733573,55.25254158835182,15.0,5.41,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,122,IE_GSI_GSNI_ApHLOI_122,653470.856,945366.208,{FFD0362F-9CA7-4383-BDE6-F1C09DD527AC}
580141A,-7.488499001015692,55.06492068527731,9.6,4.5600000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,123,IE_GSI_GSNI_ApHLOI_123,632674.157,924279.904,{B3DE70AD-1E0C-4336-B90E-F27689C559FA}
580142A,-7.480863665986998,55.16006675983926,20.3,4.7,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,124,IE_GSI_GSNI_ApHLOI_124,633083.179,934873.638,{3577528C-5683-47F4-8EFD-B7185AA5938F}
580143A,-7.414283658648035,55.16309722119579,97.10000000000001,3.2,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,125,IE_GSI_GSNI_ApHLOI_125,637323.267,935244.519,{03B576C5-235A-4DBE-B57F-E4067BC2B6FB}
580144A,-7.083212562501409,55.24215072669054,47.0,4.5200000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,126,IE_GSI_GSNI_ApHLOI_126,658303.787,944270.401,{E71A4D2B-94E5-4E9A-B817-E65809B9B38D}
580145A,-7.006627365468223,55.21025548422219,12.6,4.12,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,127,IE_GSI_GSNI_ApHLOI_127,663224.678,940787.108,{B0BC1AEF-A92A-4276-878D-DA1F357829AB}
580146A,-7.269073171667077,55.25561332194929,14.200000000000001,5.26,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,128,IE_GSI_GSNI_ApHLOI_128,646468.387,945629.214,{0499EB9C-485C-4A19-85C1-B91044EE184F}
580148A,-7.448368468802852,55.150142016420354,10.5,4.38,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,129,IE_GSI_GSNI_ApHLOI_129,635162.719,933784.851,{C5B534AF-3999-446A-AD7D-D2D022305D29}
580150A,-7.13720242839888,55.2129920385096,61.1,3.02,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,130,IE_GSI_GSNI_ApHLOI_130,654910.502,940981.134,{FBEF0024-FDA9-4FFA-B7CD-EF0EC907ECA5}
580151A,-7.548881967111227,54.99681124926234,6.45,5.82,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,131,IE_GSI_GSNI_ApHLOI_131,628865.897,916672.564,{B138C47D-E46C-44B7-9A48-FD3F6DDAEB72}
580153A,-7.603052146086133,54.949500128461246,6.76,5.38,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,132,IE_GSI_GSNI_ApHLOI_132,625429.58,911385.725,{6FE2BC9F-F4A4-4D7E-9994-B1BFDBB5A882}
580154A,-7.501123339491493,55.16839729366005,11.1,5.34,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,133,IE_GSI_GSNI_ApHLOI_133,631785.469,935791.454,{CD7548DD-FAC4-4B19-9F98-EA7D29946302}
580155A,-7.600905591116988,54.98493862402325,11.700000000000001,4.91,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,134,IE_GSI_GSNI_ApHLOI_134,625544.596,915330.881,{0EA5398E-6CCA-4B4C-A3B0-572AD04A55F3}
580156A,-7.077103932977642,55.23574499673864,17.0,5.17,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,135,IE_GSI_GSNI_ApHLOI_135,658701.694,943562.549,{749C0F27-548B-43D3-9FBD-63D8F95A7A13}
580157A,-7.422434908470137,55.18204415978327,41.7,4.39,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,136,IE_GSI_GSNI_ApHLOI_136,636786.405,937349.074,{D8791815-107A-45B7-A4CF-805FA062CFAD}
580158A,-7.415358877079859,55.22998531580731,67.4,3.91,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,137,IE_GSI_GSNI_ApHLOI_137,637192.372,942688.93,{7E0CD3D4-297C-4FA5-B395-C8CCC5867300}
580159A,-7.575646407410048,54.95845298798311,8.91,5.34,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,138,IE_GSI_GSNI_ApHLOI_138,627179.214,912392.494,{BEC56075-3E79-497A-9CFA-C71587732E4B}
580160A,-7.167832344176128,55.21394152266738,59.2,2.98,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,139,IE_GSI_GSNI_ApHLOI_139,652959.929,941063.133,{7276978E-FC73-4BA7-A594-4985A91248BB}
580161A,-6.927082375262392,55.23516433770979,14.200000000000001,5.24,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,140,IE_GSI_GSNI_ApHLOI_140,668244.592,943634.461,{F592A62F-6238-43C0-ADA6-75E265257B89}
580162A,-7.540743089099665,55.01851868210159,7.7700000000000005,5.53,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,141,IE_GSI_GSNI_ApHLOI_141,629370.813,919092.043,{5F5C89D0-5666-41D9-A703-A1AF028FFB10}
580163A,-7.616887397097903,54.95849131054416,7.92,3.85,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,142,IE_GSI_GSNI_ApHLOI_142,624537.781,912381.52,{9EE765E9-2401-4544-B385-6A90CB4AA78C}
580164A,-7.558492924047296,54.968236838950645,7.15,4.74,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,143,IE_GSI_GSNI_ApHLOI_143,628270.991,913488.25,{5820666A-12A6-4153-B846-1F79FBCEFF44}
580165A,-7.425278086839516,55.00305348014924,9.99,5.11,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,144,IE_GSI_GSNI_ApHLOI_144,636769.205,917425.332,{38E9B2D9-C2EC-4118-B352-924935D193B3}
580166A,-7.116749023369466,55.208704610668654,60.300000000000004,2.98,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,145,IE_GSI_GSNI_ApHLOI_145,656218.212,940520.221,{A8D69FFE-1561-40F1-B9A2-444C52C36D5B}
580167A,-7.419172310167303,55.19588850076368,88.60000000000001,3.24,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,146,IE_GSI_GSNI_ApHLOI_146,636981.379,938891.743,{9A056C01-1E97-402E-80A3-3406F0E96ECE}
580168A,-7.410199284918631,55.100765948450565,90.9,3.27,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,147,IE_GSI_GSNI_ApHLOI_147,637642.128,928308.997,{C970D2E9-D54B-4ED3-8338-02C978BBEF60}
580169A,-7.452022254936222,55.06901056595213,15.5,5.66,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,148,IE_GSI_GSNI_ApHLOI_148,635000.661,924752.782,{C0AE864A-2E93-434D-A8CF-F4201309123D}
580170A,-7.401777170834748,54.9934363967934,19.3,5.28,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,149,IE_GSI_GSNI_ApHLOI_149,638281.869,916367.544,{9AE75B65-21F4-46EC-83A2-7875514CD188}
580172A,-7.482563307561541,55.01795256344115,11.6,4.23,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,150,IE_GSI_GSNI_ApHLOI_150,633092.013,919055.017,{8E0612B2-6F2D-49AD-9DCE-367DB241D8F9}
580173A,-7.584283789365001,54.98512540139395,8.72,5.4,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,151,IE_GSI_GSNI_ApHLOI_151,626608.368,915357.865,{318D4623-B49F-4D44-ADF2-BB431440276F}
580174A,-6.97475982367296,55.23507137015064,68.3,3.5300000000000002,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,152,IE_GSI_GSNI_ApHLOI_152,665212.261,943578.495,{E9835B42-B3D2-43D1-8417-F3A33728494F}
580175A,-7.51582249355928,55.06005620515444,8.01,4.28,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,153,IE_GSI_GSNI_ApHLOI_153,630932.526,923726.039,{9218D01F-242F-48D2-B0A9-0687ADD61331}
580176A,-7.453255595454554,54.98320508778195,12.8,5.5600000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,154,IE_GSI_GSNI_ApHLOI_154,634996.564,915201.823,{3B8C9058-1DCD-46DE-A88F-3DF61DE8F104}
580177A,-7.204291411850793,55.24875850792791,14.4,5.5600000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,155,IE_GSI_GSNI_ApHLOI_155,650595.48,944911.3300000001,{B9A455BC-0C3A-45A9-BEC6-4D8A58F29F25}
580178A,-7.036159412468021,55.26354382415278,34.2,5.25,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,156,IE_GSI_GSNI_ApHLOI_156,661263.156,946691.859,{2A585EA3-6A9D-447F-AF23-A44CB2F8608D}
580179A,-7.357767064573256,55.25092083487482,97.5,3.0500000000000003,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,157,IE_GSI_GSNI_ApHLOI_157,640834.607,945051.39,{383DC001-7ED8-47EF-8C19-5E696EC319E8}
580180A,-7.242635574433514,55.08614008421295,17.6,4.3500000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,158,IE_GSI_GSNI_ApHLOI_158,648353.798,926784.228,{C491BCC9-69CB-4200-A44C-6D7C8A2ADA05}
580181A,-7.040301336616076,55.20658179867064,14.0,5.39,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,159,IE_GSI_GSNI_ApHLOI_159,661087.144,940348.219,{1ECF8FE4-53E3-4AB8-9097-4BB1BC446D18}
580182A,-7.556116803580295,54.94869983331553,12.700000000000001,5.07,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,160,IE_GSI_GSNI_ApHLOI_160,628436.933,911314.713,{BCA1E3DB-8D0C-44A3-A529-E0703EBCFCC2}
580183A,-7.4429987916009885,55.124670236639574,13.9,4.29,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,161,IE_GSI_GSNI_ApHLOI_161,635527.611,930952.452,{94F83CEC-BB10-44AC-97E9-2DECC48E1282}
580184A,-7.323588834637244,55.23756787285302,83.8,3.0500000000000003,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,162,IE_GSI_GSNI_ApHLOI_162,643022.117,943585.683,{3587FF57-340A-46D7-A30C-739882A88026}
580185A,-6.950556529090011,55.21822955161137,19.3,4.23,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,163,IE_GSI_GSNI_ApHLOI_163,666779.902,941726.88,{FB298E6A-AAD4-4075-9E8E-F28B108F95A8}
580186A,-7.491279896156998,54.99874855535244,14.700000000000001,5.16,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,164,IE_GSI_GSNI_ApHLOI_164,632550.107,916913.479,{670483D4-BC28-41B0-B7F7-5A38A46E39A8}
580188A,-7.205143852985562,55.22654142936679,93.60000000000001,2.89,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,165,IE_GSI_GSNI_ApHLOI_165,650569.463,942437.86,{CA4E6509-62DB-4719-8437-FED32F534DB5}
580189A,-7.576634657366751,54.993560614390894,13.3,5.04,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,166,IE_GSI_GSNI_ApHLOI_166,627092.274,916299.66,{DAAD88D1-7A02-4639-AE58-DE673D7F30CA}
580190A,-7.452973644109436,55.111654929384144,9.83,5.61,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,167,IE_GSI_GSNI_ApHLOI_167,634902.731,929498.769,{2C226F83-72E6-4F26-BB3F-CAF18E030CC1}
580192A,-7.4809104026557325,55.091306173655184,5.79,7.74,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,168,IE_GSI_GSNI_ApHLOI_168,633137.088,927220.272,{348C1AC3-E41D-44F2-86F6-853A9CFF1756}
580193A,-7.196648792320942,55.21919196488004,96.9,3.92,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,169,IE_GSI_GSNI_ApHLOI_169,651119.336,941626.028,{1E7A3433-7022-484A-BAF8-88DFEFD4C026}
580194A,-7.509945911377695,55.01848823246024,8.49,7.25,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,170,IE_GSI_GSNI_ApHLOI_170,631340.39,919102.023,{C15158B3-E984-4DF7-9A91-689591B83851}
580195A,-7.390291635331615,55.180701847853925,64.9,3.33,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,171,IE_GSI_GSNI_ApHLOI_171,638834.961,937217.083,{53615B02-0AB9-4A2C-A510-808A9F94A7CD}
580196A,-7.417830933573541,55.25223739859137,30.1,4.0200000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,172,IE_GSI_GSNI_ApHLOI_172,637014.436,945164.403,{33A3E628-0F3F-4C6A-B365-AEEC270724C9}
580197A,-6.978094202348496,55.214771536411526,12.200000000000001,4.43,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,173,IE_GSI_GSNI_ApHLOI_173,665033.284,941315.981,{1BB7410B-2590-44B4-BBC6-072ED019C9C8}
580198A,-7.136605986370794,55.23109663412147,14.5,5.4,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,174,IE_GSI_GSNI_ApHLOI_174,654923.517,942996.702,{5AA5C98F-9FE4-4804-A091-6AC69E902F7E}
580199A,-7.411912328760891,55.14513883737695,97.0,3.08,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,175,IE_GSI_GSNI_ApHLOI_175,637491.211,933246.944,{F94E385F-4930-4FA6-B323-A2CA0D2409B3}
580200A,-7.42065129031465,55.21189316696878,18.5,3.96,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,176,IE_GSI_GSNI_ApHLOI_176,636872.421,940672.363,{D7FEF471-A702-4ABB-AA51-79BDBEE9DE91}
580201A,-7.168728863382148,55.16190261489463,21.6,4.8500000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,177,IE_GSI_GSNI_ApHLOI_177,652971.874,935270.372,{3FC960F1-7287-4018-BA94-12FF1FA9F22B}
580203A,-7.2715093951564524,55.21101215965054,34.2,4.44,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,178,IE_GSI_GSNI_ApHLOI_178,646365.362,940663.277,{8F87F105-6E3F-483C-A6A0-C01C9A4A9775}
580204A,-7.420630288138789,54.9612528437875,9.870000000000001,5.71,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,179,IE_GSI_GSNI_ApHLOI_179,637105.086,912775.323,{9F31847F-3253-48A3-B8A3-01CEC92C7ACF}
580205A,-7.2562480544296815,55.17439714948649,96.2,2.99,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,180,IE_GSI_GSNI_ApHLOI_180,647380.103,936598.137,{7C26D839-B43A-451A-8853-980703F1624D}
580206A,-7.053716981809609,55.19195511298161,10.4,4.68,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,181,IE_GSI_GSNI_ApHLOI_181,660255.313,938708.576,{FD3FB3DE-F67B-4E4D-A7AA-742337DE2258}
580208A,-7.166620502025511,55.14790226976531,14.200000000000001,4.39,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,182,IE_GSI_GSNI_ApHLOI_182,653124.827,933713.704,{8E4E154A-8ADB-4948-8AAA-48C15812AA75}
580209A,-7.326686444851172,55.0737710133141,24.0,5.34,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,183,IE_GSI_GSNI_ApHLOI_183,643000.941,925352.581,{E7CABCBD-A81A-4F26-A5FF-A76C52A41FAA}
580210A,-7.522559684547881,54.98188929827433,12.9,5.95,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,184,IE_GSI_GSNI_ApHLOI_184,630561.515,915022.901,{5C539C15-EE1F-415F-A35E-1EEBB16B7CB2}
580211A,-7.613106658289574,55.22755789828005,21.2,4.74,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,185,IE_GSI_GSNI_ApHLOI_185,624614.085,942331.128,{4D525DAC-BB04-46D6-A4CF-A643C95B19B9}
580212A,-7.197793513097577,55.19432689677701,96.3,3.22,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,186,IE_GSI_GSNI_ApHLOI_186,651078.319,938857.621,{99ECA2AB-C46C-446A-9FE6-33FE86608CE6}
580214A,-7.615887820315094,55.21620412802231,22.5,4.33,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,187,IE_GSI_GSNI_ApHLOI_187,624444.108,941066.4,{239F7471-79DA-4333-942D-685B17CAFFCA}
580215A,-7.51316974127701,55.21508243963698,37.4,3.86,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,188,IE_GSI_GSNI_ApHLOI_188,630981.697,940982.354,{8B77BD77-D778-48A9-ACAF-334FD748D79E}
580216A,-7.256826888536858,55.13993462890229,95.4,2.99,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,189,IE_GSI_GSNI_ApHLOI_189,647384.065,932761.957,{8FA1B828-2C1D-4723-B225-6D229B65D489}
580217A,-7.197226917704451,55.14210743428243,15.8,4.43,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,190,IE_GSI_GSNI_ApHLOI_190,651181.243,933045.864,{7F0E2AC0-5516-4ADD-AEDC-9DAF553010ED}
580218A,-7.326606892089937,55.21712266144258,97.4,3.17,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,191,IE_GSI_GSNI_ApHLOI_191,642852.131,941308.171,{817EC81A-C211-4748-8F5D-7CBD69577667}
580219A,-7.261462290307958,55.22845851246335,32.6,5.5600000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,192,IE_GSI_GSNI_ApHLOI_192,646984.246,942611.854,{94F12231-F2AF-4BE2-9B9B-C600C0837E64}
580220A,-7.512320270440835,54.85385332124941,9.450000000000001,5.15,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,193,IE_GSI_GSNI_ApHLOI_193,631316.208,900776.939,{380474FF-9005-448D-8EAE-D88B278CD1EF}
580221A,-7.207667674578715,55.158092963475106,18.8,5.5200000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,194,IE_GSI_GSNI_ApHLOI_194,650495.409,934817.49,{426FBCD6-F445-47BF-A0AB-9BF7C73FFC3B}
580222A,-7.354430249501585,55.07260093691855,10.8,5.01,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,195,IE_GSI_GSNI_ApHLOI_195,641230.322,925205.628,{7F9D25EB-5267-4AAA-B530-DB6E75CA3A2A}
580224A,-7.484880722118236,54.97746860945959,10.9,4.5200000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,196,IE_GSI_GSNI_ApHLOI_196,632976.991,914547.981,{1C9FB48E-8DDD-4F6A-8A93-1CC3C2D9D86D}
